text	label
高精度的测试电缆具有反复弯折下机械相位稳定性好相位度数变化小的特点	无情绪
现在的人真变态小的个月都强奸看到这些新闻就火大变态狂都吃屎的吗小孩子毁了是一生做为父母一定要看好自己孩子一定不要让孩子一个人离开你的视线	愤怒
好烦人啊工地怎么每天凌晨一点开始施工搞的我看电视剧都不能安心	愤怒
才没说一久老毛病又犯了烦死啦	愤怒
设有三二连读大专专业个中专专业个	无情绪
我诅咒你老东西就当给你买花圈了	愤怒
说好再也不联系你了我已经坚持了两天可是我太想你	悲伤
袁隆平说我的工作让我常晒太阳呼吸新鲜的空气这使我有了个好身体是啊好身体是要晒太阳的只是现在的太阳不再是自然的阳光空气中弥漫的各类的化学物质使得太阳的光芒再也不是那样的可爱而是一种极具杀伤力的致病武器我们还要这样的阳光吗还敢迎接这样的太阳的光辉照耀吗你说呢	愤怒
谁能告诉我现在微博取关了怎么还能看到消息那些营销号真真的够了	愤怒
如果明天我遇上了好运气一定是因为今天我用尽了全部的力气◡̈⃝⃝ᵍᵒᵒᵈᵑᑊ̇ᵍᑋᐪ上弦月閃亮	积极
凯凯昨晚第一次梦见你感觉	积极
开启双十一退货模式来看看办公室里剁手党们要退的货已经铺满桌子了	惊奇
再次冷却后的烟气进入静电除尘器进行精除尘除尘器出口烟气含尘浓度≤	无情绪
本书讨论了软件行业的七个基本问题并把软件公司的商务模型归纳为三种：产品型服务型混合型	无情绪
昨天不是说月份的延迟了么还好只剩天就可以回国了担心明年的日子	悲伤
从知识元的定义可以归纳出知识元的如下特性：（）知识元是显性知识的最小可控单位	无情绪
发出来其实就是想让大家看到但是我妈妈问我我发的是什么的时候我退缩了我不想让家人看到我写的东西不是因为写的不好是因为我写的东西可能我做不到我没有那个勇气去让父母看到	悲伤
处处透着莫名诡异的一部片子明明没有直接恐怖的东西还是觉得蛮吓人的『以理科生的视角作几点解读彗星来的那一夜豆瓣』以理科生的视角作几点	恐惧
今天太阳打西边出来了～居然收拾了一早上的厨房	惊奇
据传一个医院女护士在晚上值班无意间拍到的第二天女护士死了有人网上看过照片没留言没转发最后疯了	恐惧
当进气冲程开始时活塞位于上止点气缸内的燃烧室中还留有一些废气	无情绪
一口闷气堵在胸口的感觉衰人	愤怒
我诅咒往路上倒水的那家饭店明天就着火大冬天往路上倒什么水知不知道水在零度以下会结冰农壳子摔死我了哒	愤怒
公司附近很荒凉最近的超市都至少走半个多小时想买辆自行车代步	无情绪
我日特么强奸次还从轻处理难道不知道强奸未成年人是严重的侵犯个人隐私不管自首还是怎样都是要被关起来的	愤怒
这个九月我过得浑浑噩噩生平第一次体会到什么叫做崩溃～然而当一切都过去之后才发现我们所谓的害怕只是对未知事物的恐惧～所以不管未来怎样我们都要保持坚强保持一颗勇敢无畏的心～十月我和哥哥一起勇往直前陪王凯细水长流	积极
常德的天已经很冷了对于手足凉症患者来说很煎熬	悲伤
我真的要被逼疯了给个不行么那三个二位的榜滚粗	愤怒
真心觉得脏为什么明明是我的东西变成你们公用的好像不是我的一样每天找我要到最后我找你们要一次两次我也无所谓关键每天都这样我宁愿早一点起床化妆也不带到公司来了真心火	愤怒
今天本来打牌后来停电了出去吃饭刚回来才进家门就要吐了呕得我全身发烧	悲伤
今天做的最惨的事情是中午才吃早餐外卖午餐还没送到	悲伤
宝贝今天是你周岁的生日妈妈想对你说：祝宝贝健康快乐成长岁意味着你进入了朝气蓬勃的少年期每次看到你意气风发的模样妈妈感到特别骄傲与自豪当你来到这世上你便是独一无二的所以妈妈希望你有独立自主的思想和一颗自由快乐积极向上的心爱你	积极
还是不敢相信我就这么突然买了回家的机票的事实	惊奇
成长不期而遇生日如期而至致自己生日快乐	积极
平面凸轮高速精密分割器平面凸轮高速精密分割器是输入轴上的平面共轭凸轮与输出轴上的分度轮无间隙平行啮合的传动装置	无情绪
下雨天加班真是倒霉透了先是沪嘉高速入口堵下了中环长宁路又开始堵	愤怒
快递里的东西居然被申通偷了拒收差评	愤怒
屎一样的快递哦比屎更屎的是圆通	愤怒
月子中心在台湾等地很盛行产妇们生完孩子会特地到月子中心坐月子而不是呆在家中	无情绪
月又升到了最高的地方年关慢慢的近了	无情绪
半夜收到一封来自的用力过猛的推荐信	积极
一想到身残志坚的我竟然还能扑腾这么多步就感觉自己牛逼哄哄的呢哈哈哈哈哈哈	积极
再上一天就放假了欧耶睁眼一想原来是梦啊真扫兴	愤怒
喊宋茜加油的时候想起来今天同桌跟我说昨天上公开课的时候说听我喊一下午宋茜加油就跟念经似的鄙视我说你听到啦	愤怒
深夜话题给你那个曾经爱得很深最后却有缘无分的人写一句话	无情绪
感谢大家昨天对我的祝福网络时代里大家都来自五湖四海只是每天的网络上联系感情我也相信只要你真实就可以在网络上交到朋友	积极
这个破路跟炮炸了似的开车一路过来颠死宝宝了偶表示很生气	愤怒
参加了川陕革命根据地反三路围攻反六路围攻和红四方面军长征	无情绪
半夜三更被人吵醒是啥心情吵醒后失眠了又是啥心情连个道歉都没又是啥心情	愤怒
我家仓鼠是母的活泼成那样居然是母的会吃成那样居然是母的和我同学的那个小银狐一比就是个彪悍的汉子唉有点点儿的失望我还以为是公的呢	惊奇
只想求假期回家机票钱吃土少女不想做个小时火车逛吃逛吃的爬回家	悲伤
今天一大早公司同事的电话都打爆了只有我的电话安安静静的躺在那里睡大觉这是要干嘛啊	无情绪
每天都能这么就好啦喜欢你们每一个人	积极
自己不会用手机号建立一个号啊真无聊不要乱发东西有点人品行不行	愤怒
没心情打了消失几天	悲伤
奇怪了为什么我的微博自动更新呢我都好久没上了啊	惊奇
减肥不为别的只为了不想再听到这件是瘦版的这件没有你的号真是听够了	愤怒
北京到现在一直没有刮大风呢随处的银杏树银杏叶非常美这是昌平张各庄的银杏林好朋友昨天拍摄的简直美醉了	积极
好难受啊睡不着额头上冒了好多痘好痛百度说额头长痘是因为压力大劳心伤神隔音效果太差了妈的楼上死女人要不要睡了啰剁了剁了剁了	愤怒
月日嘉倩高清翡翠台晚間天氣報告截圖	无情绪
钱难挣挣钱难难挣钱为何生活总这样真想说一句你大爷我受够了烦这群二逼	愤怒
多年后的今天刚发现雁儿格格和绿烟有一腿	惊奇
仙四的四位主角工大莫非也认可执剑长老的前世今生	无情绪
其中一位叹气地说真倒霉啊：这事刚好碰到我在休假	悲伤
朝五晚九难道是个电视剧的名字每次有人和我推荐电视剧总会说朝五晚九我一直以为在告诉我播放时间我还不停的问室友朝五晚九到底是什么时候	惊奇
原本就不是一个世界的到底是自作多情以为能是朋友其实什么都不是	悲伤
我这一生最最最后悔的是瞎眼选了个骗子人渣毁了我的一生你一定有报应的看你快活多久	愤怒
大橙子今天没有更新怎么回事优酷菌怎么了这个好奇怪	惊奇
帮跑友填报名表给睡着了哈哈小眯了一下你说我这是为了啥白忙还不说有些人还不理解我这样玩命干活没有好处怎么可能唉谁有谁知道谁累谁知道如果我不是一名马拉松爱好者我肯定不会这么做	悲伤
突然觉得只要颜值高身材也不重要了	惊奇
从早上一直做表到现在总算是做完啦啦啦手指都抽筋了	悲伤
心好痛忘了多久没失眠了懇求	悲伤
又到了一年一度的生日无论生活如何愿你笑颜常在	积极
听说婊子这礼拜出差三天愿你死在半路上	愤怒
觉得自己真不适合当超过三人的活动组织者不管排日程还是选项目定餐厅都要战战兢兢小心翼翼地考虑每个人是否满意时间是否合理地方是否方便价格是否合适活动之前的准备和煎熬实际上早就超过了活动的时间的快感然而现在莫名地所有组织活动的任务都落到我身上敢情我看起来如此具有领导才能	悲伤
内不欺己外不欺人上不欺天君子所以慎独：——清·金缨格言联璧·持躬	无情绪
无良的物业大半夜的全院的灯一个都不开还把楼门口的井盖打开不管周围没有任何提示你是明天想从里面捞个人新闻还没上够对你们的责任心再次深深的怀疑真是一帮够物业的人	愤怒
等了一个星期你就让我看这个一个虚伪的和尚哼╭╯╰╮	愤怒
一直在教室叨逼叨叨逼叨啥呢想问啥回你宿舍去烦不烦人	愤怒
供试品色谱中在与对照品色谱相应的位置上显相同颜色的斑点	无情绪
自制蜂蜜柚子茶哈～第一次做成品还不错～	积极
真的是玩家不会忧虑不赢更不必担心会输因为不在别人制定的规则里而是自己定规则	无情绪
感谢你睡觉时心里都是暖暖的	积极
大家好我是分钟就要跑一趟厕所的拉肚子	悲伤
再也不会像高中那样纯粹的喜欢着一个人了	悲伤
粉丝本来就不多还一天天往下掉受不了了我要骂人了	愤怒
觉不能睡太多因为会梦到自己特别希望梦到的人或事但醒来却发现这一切只是幻觉自己却无能为力；觉不能睡太多因为会梦到自己特别不希望梦到的人或事沉溺在梦里迟迟找不到出路痛苦不堪	悲伤
很多事情都不会如你的意愿比如我想被拍的好看一点结果却成了这个鬼样子	愤怒
百元之恋我真不知自己怎么看完前面分钟剧情好闷女主把颓废演得真心好后来剧情是越来越燃女主通过拳击改变自己也改变家人应当说已经脱离自暴自弃的越挫越自信到结尾还感动满满那句好想赢好想哭正是生活的写照生活本不易即便如此还是要站起来勇敢走下去背景音乐顶呱呱	积极
一次县令下乡勘察人多嘈杂喝令不听绪儒一吼而散足其其德威服人他在其卧室悬挂一联：剑悬龙卧处戈逐鹿肥时	无情绪
我这辈子都不要留斜刘海啊看着镜子里的我简直丑哭	愤怒
机场的那种可以坐几十个人的巴士居然换成电动的了纯电动閉眼听不到发动机的声音真是好爽呼呼	积极
退货时由销售者按发票价格一次退清货款	无情绪
看了眼微博发现我月和月都是死的天啦撸真可怕我都弄了一晚上才把坏了的微博弄好	惊奇
胃疼还想吐在学校里好无力回不了家我想去医院回家喝热热的粥有人关心我有人安慰我	悲伤
澳洲接受了那么多难民看来好日子也要到头了	悲伤
顺产到底有多痛已在产房实习的我已经看了两次顺产真的看的感觉好费劲啊都替她着急不过疼痛还是要自己体会的别人体会不到	悲伤
其实我已经很强大了就算发毛可是至少现在敢直视别人了一双表达不出情感的眼睛和第一眼看到只会觉得滑稽的样子我遭遇的痛也只有病友懂这颗只敢隔着屏幕炽热的心时时刻刻在恐惧着见面之后可能倒下的一盆冷水做自己真的没有想象中的那么容易伤心我是一只在黑暗中摸索的眯眼兔	恐惧
再不长记性吃辣椒打嘴好不好	积极
忙着课设我们老师简直丧尽天良小羊哥哥我想你恭喜杀青希望你一切安好	积极
一直觉得我是一个因循守旧极易形成思维定式的人每逢要接受新鲜事物从情感上都难以接受总是忍着别扭耐着性子很慢才适应比如一个新手机新电脑这些电子产品不仅感受不到喜悦新的操作模式让我无奈唉真是三十岁的人六十岁的心啊	悲伤
今天来商场逛街打算买几件新衣服可是试了好多件都不满意我好像失去了从前对试衣服的自信感我怎样才能找回来我的自信	悲伤
这个点看了一组剖腹产全程的图片哎呀要疯的节奏已吓疯	愤怒
果然猪队友是不能信的吃一次亏没长一智是我的错我傻	愤怒
这些算法能将任意多元多项式系统分解为三角系统正则系统简单系统具有投影特性的三角系统和不可约三角系统	无情绪
祝自己生日快乐祝福自己新的开始可以勇敢做自己逆袭成功	积极
我能说中国式的婚姻就是绑架人的情感吗你要对家人无条件的好可以不要饶上我可怜之人必有可恨之处	愤怒
干栏应该全部悬空的如傣家的竹楼	无情绪
每次回家老爸都会买袋苹果给我带过来我时常表现出厌恶麻烦的情绪在这里我想说声对不起老爸我错了	愤怒
但是作为旅游休闲的景点樟宜村仍然不失其乡村特色	无情绪
卧槽原来停车费涨价了停一周翻一倍啊	惊奇
肩负维护行业良性发展秩序引领行业发展规则提升企业竞争优势保证稳健并快速发展从而有效的推动社会文明的进步	无情绪
卧槽我就纳闷了首回合是那个傻逼决定吧主场放在深圳的草他老母亲	愤怒
总有一些你觉得挺有意思但是又确实不大看得下去的文比如海怪联盟з∠现在看囚徒也差不多了很喜欢攻痴汉神经质纯情可惜受不开窍	无情绪
每次看国足比赛都气得要死每次又忍不住看	愤怒
小时候很稀饭看的电影欲罢不能的再看一遍吧	积极
反正也管不了这么多我有你不是已经很好么较真不是我的性格	积极
两天没看微博今儿早晨没事时打算刷个微博结果一会一闪退没完没了真是没有任何语言能表达我的愤怒	愤怒
感觉快要窒息了我不喜欢无聊的日子	愤怒
居然死了男主居然死了不能好好睡觉了	惊奇
看你这么幸福突然觉得自己也好开心	积极
真的是服了办点事儿怎么就那么费劲这就是中国这就是现实证件证明还要不要证明我就是我我是大活人	愤怒
安全感在哪⊙⊙都不靠谱了以后怎么愉快的坐公交	恐惧
壮哉我大壮哉我大阿拉伯壮哉我恐怖分子惊恐惊恐惊恐惊恐惊恐惊恐	积极
下雨天去小区门口取快递看到一只猫被车压过去车直接走了好小一只小奶猫貌似他们根本没看到怎么这样好可怜	悲伤
巧克力我的最爱搭配新鲜的树莓呵呵老板再来杯咖啡	积极
初一也被咬过一次白眼四年前发的微博今天有必要再翻出来一下希望大家能够好好地看看我感觉齐鲁晚报和南方周末之见相差了个报利用媒体的影响力不经科学求证人为制造恐慌太可怕了怒	愤怒
优柔寡断坏事的女主角比反派还可恶啊	愤怒
虽然老是吐槽国足但每次他们的比赛都会忍不住去看可是大多数时候看完会觉得心塞塞的唉继续加油吧（那个球裁判是眼睛瞎了吗）	愤怒
看哪个视频后恶心了天还有阴隐靠氣憤氣憤氣憤氣憤氣憤	愤怒
另外向区县统战理论研究会等征集论文数千篇	无情绪
一直以为电锯惊魂是血腥恐怖片原来是另类的沉默的羔羊上瘾了还	惊奇
今天被朋友给我取的各种备注乐坏了有叫猪敏敏的有叫敏宝宝的还有叫我小猪要吃肉的	积极
路遇说着我听不懂的话的欧巴桑在公交上就因为我不让她舒服的靠着我我就罪该万死了被墨迹了一道真是烦人下次必须离得远点	愤怒
其书法石鼓文曾在中国书协主办的中国建设书画精品大展中获全国铜奖	积极
我多想天再冷一些把你说的话都冻成小颗粒我一颗颗收集起来带回家放进冰箱里想你的时候就拿出一颗放在手心里捂热听听你的声音化成水后再放回冰箱可以一遍遍听下去	悲伤
模糊测试是一项简单的技术但它却能揭示出程序中的重要	无情绪
年月日正上早自习的李红豪被班主任胡立松从教室叫了出去	无情绪
泥煤的又写邮件让我准备周四的报告还让不让我活我今天有一个报告晚上回家还要写部电影分析周五之前还要交页纸的又是几十页的古文要看还不如让我看文言文我真的不想活了做梦都在看书	愤怒
奶奶的都这个点了还困再坚持半小时就下班了	悲伤
会员为什么不能屏蔽别人点过赞的微博微博会员	愤怒
小米相机始终认定我是个三四十岁的男的我只想说脸大怪我喽脸方怪我喽长的丑怪我喽这个看脸的时代相机都要辩脸还能不能我们这些长的丑的好好拍张照了	愤怒
被前任叫宝贝真的恶心到连胆汁都快要吐出来了不是金主请不要过来打扰我的生活好吗老子眼中只有金钱金钱金钱金钱金钱金钱金钱谁有空陪你谈感情死远点	愤怒
操场面积平方米设有米长的塑胶跑道篮球场及单双杠等体育设施	无情绪
哇张翰王凯是同学我还以为王凯是叔叔张翰是哥哥	惊奇
有的时候老天爷让你结束一段关系并不是没收你的幸福而是老天爷一直将你的不快乐看在眼里连老天都心疼你觉得他不配所以放你走	悲伤
年温爱国岁下岗需求商机的他在姐姐温爱玉投资的蛇伤防治医院帮忙	无情绪
前儿一位同事和一个逆行的车辆相撞听说车毁的不成样了他的胸部也撞伤了刚去过电话他正在家养伤下午去看看开车呀还真得小心	悲伤
控制自己的情绪真的是一件好难的事	悲伤
这车厢的臭脚丫子味要把人熏晕了	愤怒
外观光亮无锈圆珠状切丸圆柱状	无情绪
明知道不可能忘不了就是忘不了再怎么掩饰都无济于事	悲伤
我擦歪国网友的水平太流弊了目测已经达到了级差点以为是真的张江	惊奇
双什么也没买苦笑实在不理解我为什么要挑一个快递堆得啥也找不着的时候买一大堆东西对啊我不喜欢网购	愤怒
真是手欠自己申请的任务哭着也要做完	悲伤
被自己蠢哭了才发现前一段时间自己同时买了一根的自动铅笔和一盒的铅	悲伤
我衣服在外面晾了两天居然没干	惊奇
在他回去煮面种花的日子里我会觉得日子加倍的无聊所以现在能多看几眼就多看几眼吧	悲伤
生日想要很多很多的母女文和画然而我的生日还有大半年з」∠	悲伤
我站起来了站起来祝贺我姥姥	积极
跟随我多年的书包竟然被老鼠给毁了一同毁灭的还有我的新疆大枣	惊奇
明明今天没有听为什么脑内一直单曲循环我只想睡个觉	悲伤
公司位于江苏省常熟经济开发区高新技术产业园工厂占地面积万平方米（亩）项目总投资亿元人民币	无情绪
在写作字数即将过万的时候我把给自己写死了瞧是这样死的心情哈哈真是大快人心～	积极
有的人离开了但是留下的东西却占据了点点滴滴再也没有人想你一样对我好	悲伤
我就是想记录下我们千辛万苦胆战心惊惶惶恐恐到达的豪宅	恐惧
年后当选第一届国民大会代表党团合并后当选国民党第六届中央执行委员国民政府立法院立法委员	无情绪
去年的愿望老天爷肯定听到了所以才把你送来了	积极
广东明天大幅降温本年度第五次入冬怎么现在睡觉还觉得热还是开空调舒适	积极
近两天在外开会早上在宾馆次自助歺时我取了白稀饭和豆浆一喝感觉不怎对劲我无意把两碗混一起准备倒掉那想到添加剂下的稀饭和豆浆变成蛋花絮状	惊奇
今天叫醒我的不是闹钟也不是理想是电铃	愤怒
手贱太手贱了没事干就上了一下去哪儿发现之前订的票降了快块钱	悲伤
哇听说明天下雪啊～好开心啊可以堆雪人啦现在要睡觉啦许个愿望吧：青儿希望明天起来能看到银妆素裹的白色世界～	积极
妈的要疯了大哥追女生不是走煽情路线的啊我到现在还不认识你啊我觉得浑身发毛啊什么早就注意我了什么经常在观察我我觉得很可怕很恐怖啊	惊奇
天天累的眼睛都是三眼皮我干嘛呀自己作自己	愤怒
最折磨人的等待不是你在机场等一艘船因为你终究会知道你永远等不到也不是在餐厅排队等号准备点餐：因为你知道这只是时间问题最折磨的最无奈的等待莫过于你断不了念想却又不确定它能否发生：就像是每次你燃起了希望却又被雨浇灭：总是给你一点阳光让你忘记带伞却又给你倾盆大雨	积极
实际上为了弄清可能与地幔柱相关的地质特征的原始生成地与他的同事曾将地球部分板块构造的研究回溯至亿多年前	无情绪
真泽宫景区以真泽宫为中心位在紫团山区树掌镇神郊村	无情绪
刚看完负能量的文章就被拉去开会然后得知以后加班没有加班费只有调休哎我对这个世界已失去了吐槽的热情只想离开累觉不爱	悲伤
一路向前不是为了让谁看得起而是为了成全自己	积极
四月底从上家辞职后闲了两个月养好的黑眼圈又回来了而且可怕的吓人傻眼	悲伤
突然觉得很累累的不想说话难受	悲伤
明明说是七点半的不过算了看在食物的面子上绕了老姐吧	积极
个月天把大坤上课的时间调整到周二上午了我很不舍以前的小朋友不知道以后还有没有机会再相聚	悲伤
心情差到看笑话都不能让我好转	愤怒
两年了我不知道我以前的过错是否得到了救赎但只求上天成全我此生唯一的心愿	积极
五点半我就从辽师出发了八点才到旅顺我也是服了	愤怒
告死他让他全家都去当乞丐看看死高靓还对他有好感不	愤怒
大张伟来新世界楼上楼下全都是保安就这个倍儿爽	积极
失去妳的这三个半月我真的没法随便和一个对自己好的女生一起五个了整整五个我哪里修来的福分啊这一个其实我没有抱任何希望真的没有因为我觉得我碰到你已经花光我所有的运气了我没有力气再去追一个女孩子但不知道干嘛可能是因为巧合也可能是因为我真的太累也真的想去珍惜了	悲伤
鼠标插口在飞机上被抖坏了～～半夜打车借鼠标～我是有多崩溃坎坷得一天完全是像做过山车～～	悲伤
一天到晚坐在电脑面前头都晕完了	悲伤
突然意识到我是被发好人卡了吧	惊奇
泡面神器有了它再也不担心面条头发一起吃了边吃边吹再也不担心泡面太烫无从下口啦	积极
么么哒晚安啦明天早起背单词好好努力继续向前冲心情心情	积极
内外柱之间有隔扇隔扇上都为亚字形花格窗柱为红色悬有楹联其中一联云：光照临川笔春分庚岭梅	无情绪
怎么想动手老哥当年怕过谁呀	愤怒
没有上限六次攻击这技能有点过分了吧还怎么玩下去卧槽加强版的脸狐可怕惊恐	惊奇
从家里翻出南京溧水无想寺的介绍宣传册无想禅院宋朝时取名禅寂禅寺和寂寞落寞无想这是什么文化	无情绪
特点是清理掉的垃圾流量保留住正常进入的访问流量）一般用一月即可攻击打不下来就不会在攻击建议只用一月	无情绪
不同的信息呈现方式会影响信息的获取与加工方式从而影响推理的过程与结果	无情绪
我心里有好多好多好多好多话想说诉苦也好发泄也罢只是为了心里少装点事有些苦累纠结痛苦烦恼伤心难过其实没什么大不了我也习惯了只是多了久了就觉得憋的慌免疫力再好也会病很多次开口无言很多次欲哭无泪千言万语只剩下一句话老子真的要被逼疯了	愤怒
专业从血统角度：佰杰斯为鲁泰集团旗下品牌鲁泰是世界最大的高档色织面料生产厂商和全球顶级品牌衬衫制造商	无情绪
如今做实验都不知道怎么下手了这种感觉真不好	悲伤
假装听不懂别人说的黄色笑话是最考验演技的一件事	无情绪
倘若一个人对一朵花情有独钟而那花在浩瀚的星河中是独一无二的那么他只要仰望繁星点点就心满意足了——小王子	无情绪
发梦一大桌子菜我已经好饿好饿然后因为要喂儿子先吃饭等他快吃完了我就醒了	悲伤
今天得罪哪方神圣了各种不顺我是你客户我都没吼你冲我吼啥啊你们家开户行错了付不出去是我的错吗我是付钱给你又没跟你们催货脑子坏了吧你	愤怒
每一朵雪花飘下每一个烟花燃起每一秒时间流动：每一份思念传送都代表着我想要送你的每一个祝福幸福快乐	积极
窝火必须要做出大改变在这样下去完蛋了要	愤怒
续：几乎每天都抓给姥姥抓的满脸都是伤啊我看了都觉得难过我下班回来她就再不找姥姥了我不在家了她就抓不知道别人家的抓人吗偶尔也抓我前几天把我也抓了到公司同事们都以为怎么会事呢想想是不是她大点就好了我告诉她不能抓别人我学着去抓她她还笑呢她会不会以为这是善意的	悲伤
打开门看到你淋雨了头发衣服湿湿内疚心疼以后再不会让你孤单一个人在雨中	悲伤
年大革命失败白色恐怖笼照汝城锦堂村农会干部叶繁枝会同中共汝城县委负责人李涛区农协会负责人范卓辗转到叶振宇驻地寻求隐蔽	悲伤
为什么生活中会有争吵让人生厌我想逃离这争吵的空间	愤怒
都已是半年过去又来上海了中间居然就这么空白了	惊奇
到了现在目标快要达成的时候生活反倒过得没有意思了	悲伤
感觉刚写完半年总结又要交年终总结想好好在家躺一天都不行啊啊啊	愤怒
年至年农场连续三年创下了北方大面积种植水稻亩产千斤的奇迹	惊奇
昨晚制作的三青汁未饮完就见效了舒服	积极
欢迎各界朋友莅临参观指导和业务洽谈	无情绪
今天全班被体育老师罚跑了圈累死了还说什么圈公里不到他自己每天跑公里真是站着说话不腰疼	愤怒
各地区各部门在执行责任追究办法中的重大情况和建议请及时报告中央	无情绪
也许就是因为你表现的太过坚强所以别人才以为你不需要被疼爱	无情绪
坚持以精品生产为主导思想产品远销海内外广泛赢得业内客户的认可	无情绪
自小以来他家里饲养的猪鸡狗鸭他从不食用	无情绪
今天学到的最有用的一句话就是别哔哔有事办事没事滚蛋拜托你们都别在我这哔哔了好吗	愤怒
唉又落东西在教室里了我又要走一趟	悲伤
一个人的成熟并不表现在获得了多少成就上而是面对那些厌恶的人和事不迎合也不抵触只淡然一笑对之当内心可以容纳很多自己不喜欢的事物时这就叫气场	积极
爱尔信也是醉了一节课没上有原因不能上了学费说不能退搞笑再也不会去报	愤怒
瓷器制造和雕版印刷业的成就尤为突出南方和北方都有精制的秘色瓷器也都出现了雕版印刷	无情绪
一年刀到底花到哪里了	惊奇
其实每个月都在省钱只是一次性全用在房租上了省吃俭用的好心累	悲伤
我只想去吃个火锅入冬了一次都没吃过	悲伤
突然发现现在才在做三年前的事情以前特别反感的表格现在似乎觉得挺实用	积极
画界朋友相遇每每赞扬雷先生的新作别开生面不断翻新趋于大成	积极
刚做了一个可怕的噩梦能到压抑了很久的自己在梦里失声痛哭从北京的迷茫到天津的安定还没有找到自己的职业归属有些失落和心慌榆树·榆西大街	恐惧
蹲在厕所一直干呕最后吐了点出来可怜兮兮的老公在房间看我们穿越吧笑的像神经病一样	愤怒
看之前就在想狮子不会是榴莲吧没想到——居然中但是身为水果之王就跟狮子连一块不会有些太牵强了吧	惊奇
今天很高兴能陪你把新房装修计划定下来开两辆车各自回家时你没见到我的车给我打电话心里暖暖的	积极
总有人喜欢捡别人的东西这世界真心是啥人都有啊看着让人想吐	愤怒
在这像春天一般冬天里我想说草泥马好热啊	愤怒
气炸了气炸了讨厌小区三霸王	愤怒
哇塞今天是什么日子一刷微博看到眼睛俩劲霸话题一是阿信跟助理表妹是一对	惊奇
中国红的应用体现旭日晨辉熔炉烈火赋予全体旭阳人创造财富完美人生的无限激情	无情绪
想看看学生时代的照片却找不到了	悲伤
为什么还有为什么为什么为什么什么时候才是个头还让不让人活了	愤怒
清代同治年间（年前后）仿照宫廷园林的建筑格局再次扩建；	无情绪
只想过个正常的冬天为什么如此的艰难	悲伤
快看看我龙宝一大早的就生气不太好妈蛋的	愤怒
蚊子就是打击报复我脸上一排的印记受不了	愤怒
莫莫格游览区春秋两季百鸟云集是鸟类工作者和观鸟旅游者的黄金季节	无情绪
眼泪是当你无法用嘴来解释你的心碎的时候用眼睛表达情绪的唯一方式	悲伤
其徒弟杨道周明于岩隈熏石为二窣堵临崖距壑非人力可措手盖有阴相之者	无情绪
你看你给我气的刘蹦蹦	愤怒
现在刚好处在这个尴尬的年龄心里会开始在关心爸妈却不愿说出口想多陪陪爸妈却又无法控制自己经常去按手机玩电脑和煲电视剧知道爸妈想和自己说话却不知道他们的话题要怎么接看得到爸妈在变老心会疼却仍不耐烦听他们过时的唠叨但其实心里真的很爱他们很想他们可以一直陪着我	悲伤
宝宝头发还是那样挡着伤口我要生气了鄙视鄙视	愤怒
不要有遗憾的结局驯服了狐狸彼此需要	积极
这个月简直就是我的灾难月感冒差点没把我折磨死牙齿又开始痛接着上火嘴唇起好大个水泡全他妈凑一块了麻痹药店给的药简直能让我当饭吃好不容易以为好了点鼻子又开始过敏了失眠也发了作马勒戈壁	愤怒
现在的我已经疯了再见删去朋友	悲伤
最好的爱情大概就是相处的时候明明觉得自己很傻可又傻得很开心	积极
狠狠减肥了一个星期才瘦了一斤我也是醉了	悲伤
气死我了昨晚抽完烟顺手一塞今天死活找不着了	愤怒
一进电梯就干这个八层老停老不长记性还是被整出去每次抬头一看不是我家气的我又摁电梯一遍才回的家疯了整疯了	愤怒
从不觉得酒好喝只是酒喝多了以后水很好喝觉很好睡终于可以睡了	积极
大半夜抱着马桶吐到连爹娘都不认识也是难过	悲伤
看演唱会到现在只想说啊啊啊啊啊甜菜好甜啊啊啊啊	积极
陕西省商洛市洛南县农民交给国土部门的建房保证金要了年无果记者到永丰国土资源所了解情况一屈姓副所长怒吼：我看电视剧跟你有啥关系上班我在我房子还不能看电视剧你还来查我了出去滚出去事后屈某表示当时在写民情日记才说滚出去该滚的是盛气凌人的狗官	愤怒
杭州这个破地儿飞的我够够的可怜某人从北京赶回来我却回不去	愤怒
一个横梁一个中柱一群人乱踢敢不敢进一个	愤怒
亲爱的自己祝：生日快乐一切安好	积极
大要去外地照顾她手术的爸爸了前后多天于是单位里她本来要做的大大小小的事情以及各种各样的作业批改以及课程全部就都交给了我呵呵哒没一份加班钱不说时间精力和压力全都成双份了整的我应该的似的唉接下来的多天我该怎么办啊啊啊	愤怒
不要污不要污不要污我先睡会一会起来优雅	愤怒
复习课上特意强调过的自己做错我说了句你们应该会做的你们不服就去教授那里抱怨爱上上不上滚	愤怒
我真的好讨厌幼儿园的早操跳了三年江南丝带儿了我要疯了	愤怒
真的是数学是体育老师教的服了我自己	惊奇
以前还敢一个人看美国恐怖故事现在一个人睡都害怕惊讶	惊奇
啊啊啊啊气死我了该死的考试该死的出题人出的什么破题	愤怒
干小米升了图库背景和上排字都变白的了真是看瞎眼了	愤怒
这世间最傻莫过于女人陷入情网的那份傻傻守侯才有了	悲伤
瞅你那点出息真有本事也不会一直让人家踩着了你特么既然说你是公平公正公开就应该是一碗水端平只对事不对人反观你个傻逼的工作是怎么干的就你这种人渣你就应该出门被车撞死在家吃饭噎死怪不得你死爹死妈那都是让你个傻逼给他们气死的放心你个傻逼死全家	愤怒
